Kind,Name,AvgCyclomatic,CountLine,CountLineCode
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/pom.xml",0,138,115
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java",2,215,168
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java",5,271,227
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java",2,447,363
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java",2,137,87
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java",4,368,295
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java",3,214,173
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/pom.xml",0,150,128
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java",2,764,520
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java",1,51,21
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java",1,150,108
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java",0,31,5
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java",3,180,121
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java",1,196,142
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java",3,473,319
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java",0,40,9
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java",2,255,179
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java",4,379,315
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java",2,509,321
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java",0,32,8
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java",1,66,39
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java",1,187,113
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java",2,576,361
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java",2,158,106
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java",0,46,14
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java",0,27,4
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java",3,788,611
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java",0,60,10
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java",1,62,29
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java",1,88,49
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java",1,52,23
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java",1,163,133
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java",0,91,16
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java",1,147,83
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java",0,139,29
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java",2,282,218
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java",1,582,214
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java",2,800,411
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java",1,216,131
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java",1,55,30
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java",1,184,108
File,"/Volumes/KILBY USB/bookkeeper-4.1.0/bookkeeper-release-4.1.0/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java",0,65,9
