Kind,Name,AvgCyclomatic,CountLine,CountLineCode
Package,"(Unnamed_Package)",2,746,531
Public Class,"ClientOnlyExample",2,174,117
Private Static Method,"ClientOnlyExample.createConnection",,10,10
Private Static Method,"ClientOnlyExample.createConnection",,9,8
Public Static Method,"ClientOnlyExample.main",,37,18
Private Static Method,"ClientOnlyExample.setupKeyspace",,27,23
Private Static Method,"ClientOnlyExample.startClient",,13,12
Private Static Method,"ClientOnlyExample.testReading",,29,28
Anonymous Class,"ClientOnlyExample.testReading.(Anon_1)",0,2,2
Private Static Method,"ClientOnlyExample.testWriting",,18,12
Public Class,"WordCount",4,199,140
Public Static Class,"WordCount.ReducerToCassandra",1,31,27
Private Static Method,"WordCount.ReducerToCassandra.getMutation",,12,11
Public Method,"WordCount.ReducerToCassandra.reduce",,7,7
Protected Method,"WordCount.ReducerToCassandra.setup",,5,5
Public Static Class,"WordCount.ReducerToFilesystem",2,10,10
Public Method,"WordCount.ReducerToFilesystem.reduce",,7,7
Public Static Class,"WordCount.TokenizerMapper",2,35,30
Public Method,"WordCount.TokenizerMapper.map",,23,20
Protected Method,"WordCount.TokenizerMapper.setup",,4,4
Public Static Method,"WordCount.main",,6,5
Public Method,"WordCount.run",,73,58
Public Class,"WordCountCounters",1,79,46
Public Static Class,"WordCountCounters.SumMapper",2,13,13
Public Method,"WordCountCounters.SumMapper.map",,10,10
Public Static Method,"WordCountCounters.main",,6,5
Public Method,"WordCountCounters.run",,27,22
Public Class,"WordCountSetup",2,204,156
Private Static Method,"WordCountSetup.addToMutationMap",,23,20
Private Static Method,"WordCountSetup.createConnection",,10,10
Private Static Method,"WordCountSetup.createConnection",,9,8
Private Static Method,"WordCountSetup.getMutationMap",,6,6
Public Static Method,"WordCountSetup.main",,78,62
Private Static Method,"WordCountSetup.sentenceData",,13,13
Private Static Method,"WordCountSetup.setupKeyspace",,35,32
File,"cassandra\build.xml",0,1377,1141
File,"cassandra\doc\cql\CQL.css",0,48,0
File,"cassandra\examples\client_only\build.xml",0,70,46
File,"cassandra\examples\client_only\src\ClientOnlyExample.java",2,196,134
File,"cassandra\examples\hadoop_word_count\build.xml",0,113,80
File,"cassandra\examples\hadoop_word_count\ivy.xml",0,24,6
File,"cassandra\examples\hadoop_word_count\src\WordCount.java",2,225,162
File,"cassandra\examples\hadoop_word_count\src\WordCountCounters.java",1,104,66
File,"cassandra\examples\hadoop_word_count\src\WordCountSetup.java",2,221,169
File,"cassandra\examples\simple_authentication\src\org\apache\cassandra\auth\SimpleAuthenticator.java",3,150,108
File,"cassandra\examples\simple_authentication\src\org\apache\cassandra\auth\SimpleAuthority.java",10,157,114
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\AuthenticationException.java",1,354,252
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\AuthenticationRequest.java",2,399,291
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\AuthorizationException.java",1,354,252
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\Cassandra.java",2,35448,28468
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CfDef.java",4,3501,2946
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\Column.java",2,661,520
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\ColumnDef.java",3,808,645
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\ColumnOrSuperColumn.java",3,652,509
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\ColumnParent.java",2,464,347
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\ColumnPath.java",2,575,442
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\Compression.java",1,68,25
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\ConsistencyLevel.java",2,125,43
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\Constants.java",0,49,19
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CounterColumn.java",2,460,347
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CounterSuperColumn.java",2,497,383
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CqlMetadata.java",2,734,593
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CqlPreparedResult.java",2,578,453
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CqlResult.java",2,693,544
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CqlResultType.java",1,68,28
File,"cassandra\interface\thrift\gen-java\org\apache\cassandra\thrift\CqlRow.java",2,500,383
