Kind,Name,AvgCyclomatic,CountLineCode,CountLine
Public Method,"org.apache.wicket.authorization.strategies.page.AbstractPageAuthorizationStrategy.isInstantiationAuthorized",,8,11
Protected Method,"org.apache.wicket.authorization.strategies.page.AbstractPageAuthorizationStrategy.isPageAuthorized",,4,11
Public Abstract Class,"org.apache.wicket.authorization.strategies.page.SimplePageAuthorizationStrategy",2,37,99
Public Constructor,"org.apache.wicket.authorization.strategies.page.SimplePageAuthorizationStrategy.SimplePageAuthorizationStrategy",,24,41
Anonymous Class,"org.apache.wicket.authorization.strategies.page.SimplePageAuthorizationStrategy.SimplePageAuthorizationStrategy.(Anon_1)",2,12,17
Public Method,"org.apache.wicket.authorization.strategies.page.SimplePageAuthorizationStrategy.SimplePageAuthorizationStrategy.(Anon_1).onUnauthorizedInstantiation",,11,16
Protected Abstract Method,"org.apache.wicket.authorization.strategies.page.SimplePageAuthorizationStrategy.isAuthorized",,1,8
Protected Method,"org.apache.wicket.authorization.strategies.page.SimplePageAuthorizationStrategy.isPageAuthorized",,8,13
Package,"org.apache.wicket.authorization.strategies.role",2,122,317
Public Abstract Class,"org.apache.wicket.authorization.strategies.role.AbstractRoleAuthorizationStrategy",2,35,69
Public Constructor,"org.apache.wicket.authorization.strategies.role.AbstractRoleAuthorizationStrategy.AbstractRoleAuthorizationStrategy",,8,14
Protected Method,"org.apache.wicket.authorization.strategies.role.AbstractRoleAuthorizationStrategy.hasAny",,11,18
Protected Method,"org.apache.wicket.authorization.strategies.role.AbstractRoleAuthorizationStrategy.isEmpty",,12,23
Public Interface,"org.apache.wicket.authorization.strategies.role.IRoleCheckingStrategy",0,4,14
Abstract Method,"org.apache.wicket.authorization.strategies.role.IRoleCheckingStrategy.hasAnyRole",,1,11
Public Class,"org.apache.wicket.authorization.strategies.role.RoleAuthorizationStrategy",1,8,19
Public Constructor,"org.apache.wicket.authorization.strategies.role.RoleAuthorizationStrategy.RoleAuthorizationStrategy",,5,11
Public Class,"org.apache.wicket.authorization.strategies.role.Roles",2,64,121
Public Constructor,"org.apache.wicket.authorization.strategies.role.Roles.Roles",,3,6
Public Constructor,"org.apache.wicket.authorization.strategies.role.Roles.Roles",,7,13
Public Constructor,"org.apache.wicket.authorization.strategies.role.Roles.Roles",,7,13
Public Method,"org.apache.wicket.authorization.strategies.role.Roles.hasAllRoles",,14,22
Public Method,"org.apache.wicket.authorization.strategies.role.Roles.hasAnyRole",,14,21
Public Method,"org.apache.wicket.authorization.strategies.role.Roles.hasRole",,8,15
Public Method,"org.apache.wicket.authorization.strategies.role.Roles.toString",,4,7
Package,"org.apache.wicket.authorization.strategies.role.annotations",1,254,582
Public Class,"org.apache.wicket.authorization.strategies.role.annotations.AdminPage",1,7,16
Public Constructor,"org.apache.wicket.authorization.strategies.role.annotations.AdminPage.AdminPage",,3,6
Public Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleAuthorizationStrategy",3,70,114
Public Constructor,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleAuthorizationStrategy.AnnotationsRoleAuthorizationStrategy",,4,10
Private Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleAuthorizationStrategy.check",,19,27
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleAuthorizationStrategy.isActionAuthorized",,22,32
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleAuthorizationStrategy.isInstantiationAuthorized",,21,31
Public Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest",1,102,151
Public Constructor,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.AnnotationsRoleTest",,4,7
Public Constructor,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.AnnotationsRoleTest",,4,9
Private Static Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.UserRolesAuthorizer",1,13,27
Public Constructor,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.UserRolesAuthorizer.UserRolesAuthorizer",,4,9
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.UserRolesAuthorizer.hasAnyRole",,4,7
Protected Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.setUp",,4,4
Protected Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.tearDown",,4,4
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testAuthorized",,15,19
Anonymous Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testAuthorized.(Anon_2)",1,6,7
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testAuthorized.(Anon_2).getTestPage",,4,4
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testClear",,14,18
Anonymous Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testClear.(Anon_1)",1,6,7
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testClear.(Anon_1).getTestPage",,4,4
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testNotAuthorized",,38,44
Anonymous Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testNotAuthorized.(Anon_3)",1,6,7
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testNotAuthorized.(Anon_3).getTestPage",,4,4
Class,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testNotAuthorized.Listener",1,8,9
Public Method,"org.apache.wicket.authorization.strategies.role.annotations.AnnotationsRoleTest.testNotAuthorized.Listener.onUnauthorizedInstantiation",,4,4
Public Annotation,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeAction",0,4,29
Abstract Method,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeAction.action",,1,11
Abstract Method,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeAction.deny",,1,7
Abstract Method,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeAction.roles",,1,7
Public Annotation,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeActions",0,3,9
Abstract Method,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeActions.actions",,1,6
Public Annotation,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeInstantiation",0,3,9
Abstract Method,"org.apache.wicket.authorization.strategies.role.annotations.AuthorizeInstantiation.value",,1,6
Public Class,"org.apache.wicket.authorization.strategies.role.annotations.NormalPage",1,7,16
Public Constructor,"org.apache.wicket.authorization.strategies.role.annotations.NormalPage.NormalPage",,3,6
Package,"org.apache.wicket.authorization.strategies.role.metadata",2,322,697
Class,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissions",3,59,112
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissions.authorize",,18,28
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissions.authorizeAll",,8,15
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissions.rolesFor",,8,16
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissions.unauthorize",,20,34
Public Class,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissionsTest",1,25,45
Public Constructor,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissionsTest.ActionPermissionsTest",,4,7
Public Constructor,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissionsTest.ActionPermissionsTest",,4,9
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.ActionPermissionsTest.testAdd1",,14,19
Public Class,"org.apache.wicket.authorization.strategies.role.metadata.InstantiationPermissions",2,65,124
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.InstantiationPermissions.authorize",,19,29
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.InstantiationPermissions.authorizeAll",,8,15
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.InstantiationPermissions.authorizedRoles",,8,17
Protected Method,"org.apache.wicket.authorization.strategies.role.metadata.InstantiationPermissions.getRolesForComponentClass",,4,7
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.InstantiationPermissions.unauthorize",,21,35
Public Class,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy",2,149,314
Anonymous Class,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.(Anon_1)",0,2,2
Anonymous Class,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.(Anon_2)",0,2,2
Public Constructor,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.MetaDataRoleAuthorizationStrategy",,4,10
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.authorize",,13,23
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.authorize",,12,22
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.authorizeAll",,10,16
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.authorizeAll",,9,17
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.isActionAuthorized",,17,24
Public Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.isInstantiationAuthorized",,18,26
Private Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.rolesAuthorizedToInstantiate",,11,19
Private Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.rolesAuthorizedToPerformAction",,11,20
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.unauthorize",,10,23
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.unauthorize",,10,25
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.unauthorizeAll",,5,12
Public Static Method,"org.apache.wicket.authorization.strategies.role.metadata.MetaDataRoleAuthorizationStrategy.unauthorizeAll",,5,14
Package,"org.apache.wicket.behavior",1,579,1460
Public Abstract Class,"org.apache.wicket.behavior.AbstractAjaxBehavior",1,86,181
Public Constructor,"org.apache.wicket.behavior.AbstractAjaxBehavior.AbstractAjaxBehavior",,3,6
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.bind",,15,26
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.getCallbackUrl",,18,30
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.getCallbackUrl",,4,9
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.getComponent",,4,9
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.getImplementationId",,4,4
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.getStatelessHint",,4,7
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onBind",,3,7
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onComponentRendered",,3,7
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onComponentTag",,3,10
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onComponentTag",,4,8
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onRenderHeadContribution",,3,3
Protected Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onRenderHeadInitContribution",,3,3
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.onRendered",,4,7
Public Method,"org.apache.wicket.behavior.AbstractAjaxBehavior.renderHead",,3,6
Public Abstract Class,"org.apache.wicket.behavior.AbstractBehavior",1,73,167
Public Constructor,"org.apache.wicket.behavior.AbstractBehavior.AbstractBehavior",,3,6
Public Method,"org.apache.wicket.behavior.AbstractBehavior.afterRender",,11,14
Public Method,"org.apache.wicket.behavior.AbstractBehavior.beforeRender",,3,6
Public Method,"org.apache.wicket.behavior.AbstractBehavior.bind",,3,6
Public Method,"org.apache.wicket.behavior.AbstractBehavior.cleanup",,3,8
Public Method,"org.apache.wicket.behavior.AbstractBehavior.detach",,3,7
Public Method,"org.apache.wicket.behavior.AbstractBehavior.detachModel",,4,8
Public Method,"org.apache.wicket.behavior.AbstractBehavior.exception",,11,15
Public Method,"org.apache.wicket.behavior.AbstractBehavior.getStatelessHint",,4,7
Public Method,"org.apache.wicket.behavior.AbstractBehavior.isEnabled",,4,7
Public Method,"org.apache.wicket.behavior.AbstractBehavior.isTemporary",,4,7
Public Method,"org.apache.wicket.behavior.AbstractBehavior.onComponentTag",,3,7
Public Method,"org.apache.wicket.behavior.AbstractBehavior.onException",,3,13
Public Method,"org.apache.wicket.behavior.AbstractBehavior.onRendered",,3,9
Public Method,"org.apache.wicket.behavior.AbstractBehavior.renderHead",,3,6
Public Method,"org.apache.wicket.behavior.AbstractBehavior.rendered",,4,8
Public Abstract Class,"org.apache.wicket.behavior.AbstractHeaderContributor",2,26,52
Public Constructor,"org.apache.wicket.behavior.AbstractHeaderContributor.AbstractHeaderContributor",,3,6
Public Abstract Method,"org.apache.wicket.behavior.AbstractHeaderContributor.getHeaderContributors",,1,6
Public Method,"org.apache.wicket.behavior.AbstractHeaderContributor.renderHead",,16,21
Public Class,"org.apache.wicket.behavior.AttributeAppender",2,40,105
Public Constructor,"org.apache.wicket.behavior.AttributeAppender.AttributeAppender",,5,16
Public Constructor,"org.apache.wicket.behavior.AttributeAppender.AttributeAppender",,6,19
Protected Method,"org.apache.wicket.behavior.AttributeAppender.newValue",,24,33
Public Class,"org.apache.wicket.behavior.AttributeAppenderTest",1,17,30
Public Method,"org.apache.wicket.behavior.AttributeAppenderTest.testNewValue1",,7,10
Public Method,"org.apache.wicket.behavior.AttributeAppenderTest.testNewValue2",,7,10
Public Class,"org.apache.wicket.behavior.HeaderContributor",1,129,284
Public Constructor,"org.apache.wicket.behavior.HeaderContributor.HeaderContributor",,8,14
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forCss",,11,20
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forCss",,11,26
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forCss",,11,23
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forCss",,12,26
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forCss",,12,22
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forCss",,11,28
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_1)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_1).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_2)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_2).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_3)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_3).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_4)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_4).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_5)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_5).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_6)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forCss.(Anon_6).renderHead",,4,4
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forJavaScript",,11,20
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forJavaScript",,11,23
Public Static Method,"org.apache.wicket.behavior.HeaderContributor.forJavaScript",,11,26
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forJavaScript.(Anon_7)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forJavaScript.(Anon_7).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forJavaScript.(Anon_8)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forJavaScript.(Anon_8).renderHead",,4,4
Anonymous Class,"org.apache.wicket.behavior.HeaderContributor.forJavaScript.(Anon_9)",1,6,7
Public Method,"org.apache.wicket.behavior.HeaderContributor.forJavaScript.(Anon_9).renderHead",,4,4
Public Method,"org.apache.wicket.behavior.HeaderContributor.getHeaderContributors",,4,7
Private Static Method,"org.apache.wicket.behavior.HeaderContributor.returnRelativePath",,12,13
Public Interface,"org.apache.wicket.behavior.IActivePageBehaviorListener",0,12,12
Anonymous Class,"org.apache.wicket.behavior.IActivePageBehaviorListener.(Anon_1)",1,6,6
Public Method,"org.apache.wicket.behavior.IActivePageBehaviorListener.(Anon_1).newRequestTarget",,5,5
Public Interface,"org.apache.wicket.behavior.IBehavior",0,11,93
Abstract Method,"org.apache.wicket.behavior.IBehavior.afterRender",,1,7
Abstract Method,"org.apache.wicket.behavior.IBehavior.beforeRender",,1,7
Abstract Method,"org.apache.wicket.behavior.IBehavior.bind",,1,12
Abstract Method,"org.apache.wicket.behavior.IBehavior.detach",,1,7
Abstract Method,"org.apache.wicket.behavior.IBehavior.exception",,1,13
Abstract Method,"org.apache.wicket.behavior.IBehavior.getStatelessHint",,1,10
Abstract Method,"org.apache.wicket.behavior.IBehavior.isEnabled",,1,10
Abstract Method,"org.apache.wicket.behavior.IBehavior.isTemporary",,1,8
Abstract Method,"org.apache.wicket.behavior.IBehavior.onComponentTag",,1,9
Public Interface,"org.apache.wicket.behavior.IBehaviorListener",0,13,18
Anonymous Class,"org.apache.wicket.behavior.IBehaviorListener.(Anon_1)",1,6,7
Public Method,"org.apache.wicket.behavior.IBehaviorListener.(Anon_1).newRequestTarget",,5,5
Abstract Method,"org.apache.wicket.behavior.IBehaviorListener.onRequest",,1,4
Public Class,"org.apache.wicket.behavior.SimpleAttributeModifier",1,38,77
Public Constructor,"org.apache.wicket.behavior.SimpleAttributeModifier.SimpleAttributeModifier",,13,21
Public Method,"org.apache.wicket.behavior.SimpleAttributeModifier.getAttribute",,4,7
Public Method,"org.apache.wicket.behavior.SimpleAttributeModifier.getValue",,4,7
Public Method,"org.apache.wicket.behavior.SimpleAttributeModifier.isEnabled",,4,10
Public Method,"org.apache.wicket.behavior.SimpleAttributeModifier.onComponentTag",,7,11
Public Class,"org.apache.wicket.behavior.StringHeaderContributor",1,73,146
Private Static Class,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor",1,48,86
Public Constructor,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor.StringContributor",,8,15
Public Constructor,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor.StringContributor",,8,15
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor.equals",,10,13
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor.hashCode",,5,8
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor.renderHead",,8,11
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.StringContributor.toString",,4,7
Public Constructor,"org.apache.wicket.behavior.StringHeaderContributor.StringHeaderContributor",,4,10
Public Constructor,"org.apache.wicket.behavior.StringHeaderContributor.StringHeaderContributor",,4,10
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.detach",,4,7
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.getHeaderContributors",,4,7
Public Method,"org.apache.wicket.behavior.StringHeaderContributor.toString",,5,8
Package,"org.apache.wicket.contrib",0,0,0
Package,"org.apache.wicket.contrib.markup",0,0,0
Package,"org.apache.wicket.contrib.markup.html",0,0,0
Package,"org.apache.wicket.contrib.markup.html.velocity",1,78,167
Public Class,"org.apache.wicket.contrib.markup.html.velocity.VelocityPage",1,11,20
Public Constructor,"org.apache.wicket.contrib.markup.html.velocity.VelocityPage.VelocityPage",,7,10
Public Class,"org.apache.wicket.contrib.markup.html.velocity.VelocityPanelTest",1,28,41
Public Method,"org.apache.wicket.contrib.markup.html.velocity.VelocityPanelTest.testVelocityPanel",,7,10
Public Method,"org.apache.wicket.contrib.markup.html.velocity.VelocityPanelTest.testVelocityPanelWithMarkupParsing",,7,10
Public Class,"org.apache.wicket.contrib.markup.html.velocity.VelocityWithMarkupParsingPage",1,21,30
Public Constructor,"org.apache.wicket.contrib.markup.html.velocity.VelocityWithMarkupParsingPage.VelocityWithMarkupParsingPage",,18,22
Anonymous Class,"org.apache.wicket.contrib.markup.html.velocity.VelocityWithMarkupParsingPage.VelocityWithMarkupParsingPage.(Anon_1)",1,9,10
Protected Method,"org.apache.wicket.contrib.markup.html.velocity.VelocityWithMarkupParsingPage.VelocityWithMarkupParsingPage.(Anon_1).getTemplateResource",,4,4
Public Method,"org.apache.wicket.contrib.markup.html.velocity.VelocityWithMarkupParsingPage.VelocityWithMarkupParsingPage.(Anon_1).parseGeneratedMarkup",,4,4
Package,"org.apache.wicket.contrib.velocity",1,44,98
Public Class,"org.apache.wicket.contrib.velocity.VelocityJavascriptContributorTest",1,10,16
Public Method,"org.apache.wicket.contrib.velocity.VelocityJavascriptContributorTest.testRenderHead",,7,10
Public Class,"org.apache.wicket.contrib.velocity.VelocityJavascriptPage",1,22,33
Public Constructor,"org.apache.wicket.contrib.velocity.VelocityJavascriptPage.VelocityJavascriptPage",,18,25
Anonymous Class,"org.apache.wicket.contrib.velocity.VelocityJavascriptPage.VelocityJavascriptPage.(Anon_1)",1,8,8
Public Method,"org.apache.wicket.contrib.velocity.VelocityJavascriptPage.VelocityJavascriptPage.(Anon_1).getObject",,7,7
Package,"org.apache.wicket.datetime",1,184,469
Public Abstract Class,"org.apache.wicket.datetime.DateConverter",2,105,210
Public Constructor,"org.apache.wicket.datetime.DateConverter.DateConverter",,4,18
Public Method,"org.apache.wicket.datetime.DateConverter.convertToObject",,49,59
Public Method,"org.apache.wicket.datetime.DateConverter.convertToString",,14,20
Public Method,"org.apache.wicket.datetime.DateConverter.getApplyTimeZoneDifference",,4,17
Protected Method,"org.apache.wicket.datetime.DateConverter.getClientTimeZone",,9,14
Public Method,"org.apache.wicket.datetime.DateConverter.getComponent",,4,7
Public Abstract Method,"org.apache.wicket.datetime.DateConverter.getDatePattern",,1,4
Protected Abstract Method,"org.apache.wicket.datetime.DateConverter.getFormat",,1,4
Protected Method,"org.apache.wicket.datetime.DateConverter.getLocale",,5,10
Protected Method,"org.apache.wicket.datetime.DateConverter.getTimeZone",,4,10
Public Method,"org.apache.wicket.datetime.DateConverter.setComponent",,4,10
Public Class,"org.apache.wicket.datetime.PatternDateConverter",1,21,73
Public Constructor,"org.apache.wicket.datetime.PatternDateConverter.PatternDateConverter",,9,29
Public Method,"org.apache.wicket.datetime.PatternDateConverter.getDatePattern",,4,9
Protected Method,"org.apache.wicket.datetime.PatternDateConverter.getFormat",,4,7
Public Class,"org.apache.wicket.datetime.StyleDateConverter",1,26,95
Public Constructor,"org.apache.wicket.datetime.StyleDateConverter.StyleDateConverter",,9,31
Public Constructor,"org.apache.wicket.datetime.StyleDateConverter.StyleDateConverter",,4,19
Public Method,"org.apache.wicket.datetime.StyleDateConverter.getDatePattern",,4,9
Protected Method,"org.apache.wicket.datetime.StyleDateConverter.getFormat",,5,8
Package,"org.apache.wicket.datetime.markup",0,0,0
Package,"org.apache.wicket.datetime.markup.html",0,0,0
Package,"org.apache.wicket.datetime.markup.html.basic",1,99,286
Public Class,"org.apache.wicket.datetime.markup.html.basic.DateLabel",1,86,253
Public Constructor,"org.apache.wicket.datetime.markup.html.basic.DateLabel.DateLabel",,4,12
Public Constructor,"org.apache.wicket.datetime.markup.html.basic.DateLabel.DateLabel",,10,20
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.forDatePattern",,4,17
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.forDatePattern",,4,15
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.forDateStyle",,4,18
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.forDateStyle",,4,16
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.forShortStyle",,4,12
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.forShortStyle",,4,14
Public Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.getAfter",,4,7
Public Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.getBefore",,4,7
Public Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.getConverter",,4,7
Protected Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.onComponentTagBody",,13,13
Public Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.setAfter",,4,8
Public Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.setBefore",,4,8
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.withConverter",,4,14
Public Static Method,"org.apache.wicket.datetime.markup.html.basic.DateLabel.withConverter",,4,16
Package,"org.apache.wicket.datetime.markup.html.form",1,68,232
Public Class,"org.apache.wicket.datetime.markup.html.form.DateTextField",1,55,200
Public Constructor,"org.apache.wicket.datetime.markup.html.form.DateTextField.DateTextField",,10,20
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.forDatePattern",,4,17
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.forDatePattern",,4,15
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.forDateStyle",,4,19
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.forDateStyle",,4,17
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.forShortStyle",,4,14
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.forShortStyle",,4,12
Public Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.getConverter",,4,8
Public Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.getTextFormat",,4,7
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.withConverter",,4,14
Public Static Method,"org.apache.wicket.datetime.markup.html.form.DateTextField.withConverter",,4,16
Package,"org.apache.wicket.examples",1,402,822
Public Class,"org.apache.wicket.examples.AllTests",1,42,77
Public Constructor,"org.apache.wicket.examples.AllTests.AllTests",,4,7
Public Constructor,"org.apache.wicket.examples.AllTests.AllTests",,4,9
Public Constructor,"org.apache.wicket.examples.AllTests.AllTests",,4,10
Public Constructor,"org.apache.wicket.examples.AllTests.AllTests",,4,9
Public Static Method,"org.apache.wicket.examples.AllTests.suite",,23,32
Public Class,"org.apache.wicket.examples.ClassLocator",1,6,14
Public Static Method,"org.apache.wicket.examples.ClassLocator.getCallerClass",,4,8
Public Class,"org.apache.wicket.examples.HelloWorldServlet",2,15,23
Public Method,"org.apache.wicket.examples.HelloWorldServlet.doGet",,12,16
Public Class,"org.apache.wicket.examples.JettyTestCaseDecorator",1,62,85
Public Constructor,"org.apache.wicket.examples.JettyTestCaseDecorator.JettyTestCaseDecorator",,4,7
Public Method,"org.apache.wicket.examples.JettyTestCaseDecorator.getContextPath",,4,4
Public Method,"org.apache.wicket.examples.JettyTestCaseDecorator.getWebappLocation",,4,4
Public Method,"org.apache.wicket.examples.JettyTestCaseDecorator.setContextPath",,4,4
Protected Method,"org.apache.wicket.examples.JettyTestCaseDecorator.setUp",,28,33
Public Method,"org.apache.wicket.examples.JettyTestCaseDecorator.setWebappLocation",,4,4
Protected Method,"org.apache.wicket.examples.JettyTestCaseDecorator.tearDown",,6,6
Public Class,"org.apache.wicket.examples.ServerHostNameAndTimeFilter",2,66,98
